text,emotion
i used to go to rock festivals in high school to feel accepted and to feel like i belonged within a part of a movement that none of my classmates could relate to because they were too busy listening to their auto tuned bullshit,happiness
i feel strongly about supporting my school and teachers,happiness
"I am really surprised by all of the 4 and 5 star reviews. Did we eat at the same place? Don't get me wrong, some of the food was good. But I don't think it was $75 good. My friend Rachel and I came in for brunch on Sunday 2/21. You can find this place in a small shopping center where BFE meets Far as hell. (Horizon Ridge and Valle Verde). It was pretty busy, but we only waited about 30 minutes and then we were seated inside at a small table in the back. I would have preferred to have eaten outside because it was such a beautiful day, but luckily our table was all by itself, although it was still a tight squeeze. We were given room temperature water, with no ice, and then some menus. We had a game plan and knew we wanted to try a bunch of things, so we both ordered what we wanted and then split everything. We tried:  Peach and Pineapple mimosas $6 each- I had the peach and thought it was tasty and reasonably priced. I wish they had a bottomless option though, because who doesn't love bottomless mimosas during brunch?   Croque Madame $11- This was very good. This sandwich was made with challah bread, thick ham, gruyere cheese and a sunny side up egg, then the whole thing was covered in bechamel sauce. It was savory, salty and cheesy. It came with a side salad of arugula and tomatoes with a vinaigrette dressing which was good  Pb&J pancakes $13- Probably my favorite thing I tried. The pancakes were really sweet although there was minimal pb&j. I added some of their housemade vanilla syrup and yeah I'd like to purchase a bottle of that stuff asap.  Social Pecan Roll $3- We originally wanted the monkey bread but they were out, so we got this instead. It came out warm and had a nice flavor.  Jalapeno Bacon $4- It's bacon and it's jalapeno flavored. What's not to love?  Biscuits $3- The biscuits came out hot and were served with house made jam. These are the poster child of how biscuits should be-flaky, buttery and delicious.  Tostada $8- There are actually 2 tostadas to an order, which was perfect since we were sharing. The tostada had pork, black beans, slaw and a quail egg. There was also some sauce drizzled over the top of the tostada.   Breakfast Taquitos $9- The taquitos also had a slaw on top of them, this one was a lil spicy and had jalapenos but was quite good. I found myself eating the slaw by itself after the taquitos were long gone. The taquito itself was not memorable though.  Rachel also got coffee and a fruit cup for her son, which by the way took forever to arrive. I don't know if they don't have highchairs but we weren't offered one, so maybe think twice about bringing young kiddos. Our total for both meals was $75. Now I am by no means cheap, but this is ridonkulous for brunch. Looking back, I can't believe we spent that much money especially since we only ordered 2 main plates. We did get a military discount and that did knocked the price down $14, but nothing was so amazing that I have to come back and spend that much money again. All in all I think this was my first and last time here. The service was intermittent. Our food took about an hour to come out of the kitchen. They were out of 2 of the items (monkey bread and empanadas) we originally ordered so we had to settle for other things. And it was really warm in the dining room and made our dining experience a bit unpleasant.",neutral
i feel like a kid innocent and free of burden no regrets id do it again,fun
i haven t seen her since they broke up but now i m in this class and she is here waving at me so i go and sit next to her and get out my stuff and talk to her but i feel really strange about it because she cheated on my friend which i really should have mentioned before,surprise
i try to be a friend but i feel like everything is still so incredibly delicate,happiness
i was on the phone with tech support today and it turns out i have something in common with the guy on the phone we both have thoughts and feelings are are curious about this world,surprise
i feel listless and completely unmotivated to do anything but i will bake some almond poppy seed bread and make a pot of chicken noodle soup in an effort to be less than useless today,sadness
im hearing myself say is that it makes me feel anxious and a bit insecure,worry
i wasnt mad at him i was mad at j for making me feel unimportant,sadness
i feel very vulnerable on the record but thats what makes me feel a personal connection to this record,worry
"The conference center was freezing cold for most of the three days I was there, and it was only mid-thirties outside. Apparently the loading dock had been left open indefinitely, and it was chilling the rooms so much that space heaters had to be brought into the presentation rooms.   I have to give kudos to the kitchen, though. I really enjoyed all the meals I had at the hotel with the exception of the red velvet cake (which had frosting that tasted more like vanilla pudding then cream cheese).  My hotel room was adequate, but it took a full day to warm up with the heat on constantly, and the outlet that fed the coffee maker was broken.",neutral
i feel we should remain as faithful to buddys music as possible for me and me alone it seems the original records are the prime reference it ends up as an interpretation of an interpretation of a tribute,happiness
The food is so good & the cooks are so kind & pleasant.,neutral
i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,surprise
i think the truth is i ve been feeling restless direction less and at times frustrated the past month or two,worry
i feel pretty pissed off that the damage is this bad,hate
i feel sort of dazed and cross eyed,surprise
im feeling and loving about this homeschooling gig is the space that comes with it,happiness
i don t think there s anything wrong with her dear jude but i feel so timid that i can t help begging you to be punctual a target blank rel nofollow href http www,worry
i shamefully pray lord have compassion on me though i don t feel compassionate for your son,happiness
i feel a lot more sympathetic to allen now,happiness
i have yet to have been attracted to a guy in a while but damn it if he wasnt making me feel all kinds of greedy lol,hate
i see things so clearly and with so much depth peace that it makes me feel unsure,worry
i feel like thats not useful or fun at all so i will replace those exotic icons with a destroyer,fun
i was feeling adventurous ive now mastered chop sticks i think even a rice dish in hcmc was chop stick eaten before i resorted to a spoon and im believing im really asian,fun
i feel like im running a youth hostile or something,hate
i type really good it makes me feel horny,happiness
ive always been this way and i never feel that i should forgive anyone when i think theyve wronged me,hate
i think that really gave us the opportunity to dive into that song and not feel rushed and just try out everything we could think of to find the best parts possible,hate
i can feel the cranky monster rising up to consume everyone,hate
i suspect this may have left the viewer feeling impatient and perhaps a little bored,hate
ive been thinking about sewing altering creating for quite a while now and am just too good at putting things off making excuses feeling intimidated,worry
i can t tell you what i keep dreaming of because it s very personal and because it is so personal that i feel so tortured by my own fear shame dread and worry,worry
i had a pretty trying adolescence and any time im put into a situation where im made to feel inadequate it makes me revert right back into the shy awkward teenager with low self esteem that i was in high school,sadness
"We went to Jason's Deli Saturday evening.  The place had some customers, I'd say about 20-25% capacity.  There were 2 people ahead of us in line to order.  There was only one cashier with 3 potential registers.  Appeared to be a little short staffed.  It took about 10 minutes until our order was placed.  My wife had the salad bar and I had a chicken avocado sandwich.  It arrived at our table in good time.  The meal was good.    The staff was friendly and checked on us.  The restaurant was clean.  Would go again if in the area.",neutral
"The food was ok, very much New Mexican style, which is not my favorite. Tamales were a bit bland. Service was really good, though, it seems like the restaurant nickel and dimed each aspect of the meal.",neutral
i feel a sweet serendipity a peace like no other whenever i hear their voices,happiness
i feel helpless sad and angry,worry
i wake up feeling spiteful tomorrow ill vote for the barrack obama slate,hate
im behind or missing out it doesnt feel lack because i accepted lack is my best friend at this point,happiness
i feel horrible now as a result,sadness
i know is how this stuff made me feel and i dont consider myself and insecure person,worry
"I have received delivery from this restaraunt three times.  The first two times went well and the food was very good...even once when they ran out of ribs and phoned me to ask if they could substitute broasted chicken for a half slab of ribs, the customer service was great and the chicken was really good.  However, the third time I ordered food from this location did not go so well.  I ordered an 8 piece chicken combo meal.  The menu advertises this meal as two of each piece of chicken (breast, thigh, leg and wing) and two sides, but that is not what I received.  I received 4 thighs, 3 legs, and 1 wing...yes that adds up to eight pieces of chicken but not as advertised on the menu and included no breasts.  Also, I ordered the macaroni salad as one of the sides...mind you this is for an eight piece combo dinner...I received one 3.25 oz container of macaroni salad, which is the size of one container of salad dressing.  The menu also states that the combo dinners are served with garlic bread, which was not included in the delivery.  I will reiterate the food is good thus the three star rating, but the attention to detail was not adequate.  I will order from this restaraunt again because the food is good....if the order comes as advertised on the menu, I will chalk this last experience up as a fluke and will improve my overall rating for this restaraunt.",neutral
i become overwhelmed and feel defeated,sadness
i decided to do a half scaled sketch feeling too intimidated,worry
Price isn't that great and service is average at best. Probably won't use them again as a result. The tech was nice.,neutral
i have been plagued throughout my life with this uncanny feeling of disappointment that it isn t enough that i am doomed to fail and others will delight in it with an i told you so,sadness
i feel happy for them,fun
i feel pissed off but maybe that is because i had some chocolate bars today which are not good for mood,hate
i feel so unimportant today,sadness
i need in order to feel accepted valued and loved,happiness
i am right after my make up done i usually don t wear foundation so i feel like i look fake in the pictures,sadness
i feel safe and part of something,fun
i went to paris for lunch and its made me feel rather fabulous,fun
i looked up feeling nervous and guilt for walking in here uninvited,worry
im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,sadness
i am feeling very generous and loving lately lt which hey who doesnt want a cool little something from blank,happiness
i feel shaky and fidgety,worry
"As an out of towner I was excited to check this place out. Our dear friends had brought me a pound of their beans which I thoroughly enjoyed. The ambiance is unique and noteworthy. I tried a cheddar jalapeΓ±o muffin which was a nice blend of sweet and savory. The coffee on the other hand was underwhelming. I got a whiteout cappuccino and my wife got a vanilla latte. Upon tasting the espresso in both drinks, I could taste an unpleasant bitterness which I describe as chemical or turpentine. This usually means the beans were improperly roasted. I also think the microfoam on the cappuccino could have been prepared better as it was more bubbly than a good cappuccino normally has.   I could have visited on an off day as I know I have had good beans from here before. Off days happen sometimes.",neutral
i am feeling terrified of change,worry
"They did a nice job boarding  my dog, he looked good when we picked him up. The staff was very nice during the drop off but the two girls that were working when we picked our pet up on Sunday were dismissive with us and seemed less than interested in having a conversation. They brought our dog out from the kennel and just handed me the leash without saying anything, turned around and walked away( seriously). Not the end of the world but I thought that it was weird- also it's $5 per text update-$$$!!!!",neutral
i feel like joining my beloved in sawing some logs,happiness
i feel simply radiant because i have had the chance to actually sit down and have tea in a quiet house this morning before making my way to school d,fun
i try to remind myself of it when i m feeling particularly uncertain,worry
Finally made my way to downtown LV to check this place out and it was good. Arepa was delicious but the  yuca Frita was a bit greasy and salty for me.  Yuca didn't have that fresh crunch you normally would get when its fried. Overall service was great staff was friendly and nice.,neutral
i have a rough day every now and then where i feel exhausted all day no matter how much sleep i get and then im good for a week or so,sadness
i hope im still hiding so much inside of me of how i really feel because im so afraid,worry
i feel like a caged animal and i get so vicious wanting to run free of everything and everyone,hate
i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental about the time passing so quickly because there would be another pregnancy yes i am one of those crazy people that loves being pregnant,sadness
i feel at watching a beloved characters misery and self destruction being treated as inherently funny,fun
i feel nostalgic because you no longer sleep on my chest or fit in the crook of my arm,happiness
i was driving back i was having a moment of missing new orleans and feeling really sad when it just hit me that i was able to go visit them for the night on a whim and i felt such a peace,sadness
i feel they would be working caring for your children,happiness
"My husband and I decided to try this place out during our first visit to Pittsburgh. We were initially attracted Because looked really nice from the outside.  The decor inside was nice. The host seated is promptly. Our server was over quite promptly as well and was very nice. My husband ordered the chicken wings and the fries pickles. I ordered the ribs. Our food was out in a reasonable time. My husband enjoyed his choices. Unfortunately, my ribs were way over done and I was barely able to cut them. It took a little while before our server was back so that I could mention the issue. Once I mentioned it he was very apologetic and offered to have it remade which was nice. I decided against it. Shortly thereafter the manager came over and asked what the problem was and I explained to him as well. He was very courteous. In the end, they removed the food from the bill without hesitation. Overall our experience wasn't terrible here but the food was not stellar. If you are just going for drinks it is definitely a nice place with a nice atmosphere and good customer service. The three stars is strictly due to the food experience.",neutral
i was creeped on in the extreme by a horrible person the night before and was am still feeling kind of shaky about that,worry
"Great location and apartments are modern and good quality. But, the management of the building could be more professional. Elevator is regularly out of service. Alarm systems were blaring in stairwells for 3 months without being addressed. Maintenance enters apartments every 4-6 weeks for service that could be grouped together. Charges are added to lease bills without notice.   At one point, maintenance entered our apartment while my girlfriend was in the shower to replace a window and refused to exit when she asked them to.  There's not too many options in the Flats area at this price and quality level, so take what you will from it.",neutral
i feel helpless and i cant help but hate that feeling,worry
i leave in four weeks and im starting to feel a little heartbroken at the thought of it,sadness
i just recently started writing a song for the first time i have been a little shy about that but i feel passionate about what i sing now and im older,happiness
i feel disgusted by this place,hate
i want to feel welcomed back and being talked to freely without feeling that i am forcing myself in the scene which seems to be the case,fun
i feel there isnt much meat but yoshidas perspective grows ever tragic,sadness
i feel fucking pathetic and desperate for your hello,sadness
"This is your classic dive-asian-restaurant-take-out-buffet-joint-and-ma-pa-convenience-store.   This places specializes in quick take out food, with a steam table of rice and other Vietnamese deli foods to make assorted Com dishes. There are also a few shelves of desserts and deli/convenience foods.    But it has about 6 tables to sit and eat, and you can watch the TV with a DVD playing over and over again the traditional Vietnamese outfit contest portion of the Miss Universe Pageant in Nha Trang, Vietnam,  They have a decent smattering of Vietnamese fair in a grungy envirnment devoid of any charm, but the food is pretty good. Khai Vi, Pho Bo (about 17 combos) Hu Tieu, Mi Xao, Com Dia, Che, and special dishes like Bun Bo Hue, Bun Rieu,  Banh Cuon, Goi Du Du, Nem Nuong Cuon, etc.   They also have Boba drinks, coffees, etc.  Don't expect great service.   The Pho Tai Bo Vien and Pho Tai came in quite large bowls, with full size rounds of rare beef and decent size meat balls. There was also a lot of noodles, more than most places. Only $4.99, good price even for San Jose or Little Saigon.   If you want quick to go Viet food, or a cheap and large bowl of Pho in Las Vegas, try here. It is in a 2 story strip mall just below Korean Garden BBQ.  Open 7 days a week, 9 AM til 9 PM.",neutral
i could do this anywhere in any state of consciousness and feel wonderful,fun
i feel safe in the meantime to use,fun
i dont mind it so much when im painting cause then i feel artistic if i look in the mirror and see a color on me but grease,fun
im better than the rest of you feeling but a feeling of being accepted,happiness
i wasnt feeling uncomfortable like insecure like i do most of the time and i didnt care that my boulder sized thighs were showing since i was wearing shorts,worry
i wrote i walked connected and shared with the people working and living at grshino and loved the feeling of being so honoured and welcomed by each and every one of these beautiful people of being part of a community,fun
i always tell people that the first time is the worst because of feeling anxious and because its an area you ve never waxed before but its never as bad as you expect it to be,worry
i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,sadness
i feel like it has become so casual and,fun
i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,sadness
i guess told me mom bout creating new dance moves myself and she praised me bout how i could come up with ideas myself so easily instead of following tutorials and shit lololol anyway i feel like a fucked up wannabe now actually thinking about how my life was pretty much screwed thinking about it,hate
i feel disgusted and discouraged,hate
i didnt even speak to her but at least if she were here i wouldnt have to feel so terrified of the slightest noise i heard,worry
i feel like im being selfish because i want a family instead of accepting that hey,hate
i learn to forgive people who i feel like have really wronged me,hate
i know i feel passionate about certain things being a better route to take but i am sure all my ways are not the correct ones but i feel listening to other points of view helps shape my thinking,happiness
I love Chick-fil-A. Food is awesome! Don't get a side salad with you sandwich at this location however. You can see the bottom of the bowl. Very little salad! The one in Oueen Creek and San Tan fill it up to the top. Getting pricey for no salad. It's happened 3 times. I'll go to the othe locations instead.,neutral
i still feel unsure sometimes,worry
i feel dissatisfied with myself,hate
i wrote this when i was feeling really pissed off,hate
i do however feel that some people would not be so shocked right,surprise
i don t feel victimized,sadness
i feel that this is a very successful attempt at producing an image for this particular song as it is very abstract yet fits well with the theme and the idea of the beast,fun
im sure most people can feel nervous without feeling sad whereas for me after feeling nervous i feel sad because of the pain of feeling nervous because of the fear for a bad result,worry
i feel the need to belong to be accepted to let my guard down to let a hug wash over my heart to smile and laugh and know that no matter what i will be ok,happiness
i am feeling especially energetic i climb four sets of winding stairs,fun
im sorry that there wasnt more humor in this post but im not feeling all that funny,surprise
i sure do feel rich right now,fun
i feel like a naughty little imp glibly tapping my friends and real workers on the shoulder distracting them from their deep and reverential streams of commercial worldliwise thought,happiness
i feel strongly about gentle transitions and sleeping with company is comforting for him and for us as well when you think about it as we sleep alongside our spouses and not separately,happiness
i am quite perplexed by liam i m trying to figure out if he s always been submissive or does he feel he needs to be submissive to mark and johnny,sadness
"The actual doctor for me was a pleasure to work with and he explained my xrays in a way I understood and was comfortable with.   The office staff however.... oh my goodness! The one with a spanish name (I cant remember it to save my life) one of the worst and rudest peeople I have ever had to deal with and unfortunately for Arcadia Foot and Ankle - seriously not doing this pratice any justice. I mean if you dont like your job... maybe go find something that suits you better/ I dont know im just spitballing over here.  All I asked was how much this was going to cost me, even a ballpark would have sufficed but you would have thought I asked them to drive me to California or something.",neutral
i also came away injury free and feeling amazing throughout the entire race,surprise
i hate myself for feeling grumpy about being pregnant,hate
i didnt feel hated,hate
i swear there is no better feeling than crawling into a cold crisp bed when youre tired,hate
i how i call my folks when im feeling affectionate p,happiness
i choose not to consume honey i feel that we as vegans should respect the differences we have in our approach to living a more compassionate lifestyle and that we should extend that compassion to each other as well,happiness
i am not looking forward to being beaten down to feeling like a disappointment to my husband or to the emotional pain,sadness
i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,sadness
i do feel like the blank slate leads for a ton of possibilities which gets me really excited,sadness
"I flew from NJ to AZ for business and my collegue and I couldnt wait to try Pizzeria Bianco! Considering they received an award deeming them one of the best pizzerias in the nation, we just had to try it. A few other colleagues hyped this place up as well. So we came. And almost missed our flight back home... The pizzas were good. But I've had better pizza's in California, Jersey and NYC. So not sure what deemed it best in the nation.",neutral
i feel stressed always,sadness
i think i have finally come up with an answer that i feel comfortable with,fun
i learned what its truely like to feel and be submissive,sadness
i look at this experience and feel so blessed,happiness
i was feeling very shy and scared to go,worry
"Guys, don't throw stones at me.  I LIKED Barrington's.  I would give them a solid 3.8 stars.  They are better than ""Ok"" but not as good as ""yay I'm a fan.""  As others have stated, the ambiance is quaint, quiet, intimate.  I love that.  The service was OK for us.  The waitress seemed a little ""rough"" and just didn't provided the polished professionalism you would expect at a place like this.  She had a couple of recommendations for wine based on the description of what I wanted and I think she provided decent options but neither truly hit the spot.    I ordered the butternut squash soup and one of the salads.  Both were done very well and I liked that I could order a ""half order"" so it wasn't too much and I wasn't too full before my entrΓ©e.  I went with the swordfish for my main meal.  It was OK.  It had a crispy crust around it but the fish itself was pretty fishy.  The menu said it came with white beans, broccoli rabe and chorizo.  You couldn't really taste or find many pieces of chorizo and for some reason the flavor combinations didn't work THAT well.  I mostly just tasted fishy fish with bitter broccoli.  The truffled mashed potatoes were amazing but they came out lukewarm which was disappointing.    We went against our server's recommendations (as she had suggested a couple other things we didn't agree with earlier in the evening) and decided to try the blueberry sticky bun and the smore's crΓ¨me brulee.  Both get an A for effort, NO doubt.  They both get an A for creativity as well.  They both get a B in terms of flavor and overall enjoyment.    I just don't feel confident to say this is the best restaurant in Charlotte.  I have had better dining experiences elsewhere.  I am not saying I wouldn't come back but if I got to pick a special occasion place to dine it wouldn't be the first thing on my list.",neutral
i identified with becky s feeling excluded or uncertain of her status,worry
i feel very uptight about it when it happened yesterday i immediately started gritting my teeth but a laptop is private a repository for a huge amount of personal information that one can only trust a visitor to use with consideration,worry
i feel like he admired her more than me,happiness
i asked whether if he feel shy around me he said no and he say because im a very active person,worry
"Love the dark roast coffee they offer. Good flavor. My one complaint is that when I order my coffee hot, it's usually warm. I prefer hot over warm. I do like that they offer sugar free flavors that don't have artificial sweeteners in them. It's almost like an extract of flavor. Nice. And they offer quite a selection of flavors. Yay As far as the donuts, I wouldn't know. I am hoping for a day that they offer a gluten free option. That would be nice :)",neutral
i look at those who go home to their families each night i vaguely feel envious at how normal they live even if they never get their perfect ending,hate
Went there today to get some ice cream due to the decent reviews on here. Been to Italy more than 20 times and have therefore quite some references. But I think it's not worth the price (or the hype). But that's just my opinion.,neutral
i hear you speak and feel confident that i can do whatever it is you are talking about,fun
i also feel like i have become a bit more snobbish in my reading tendencies,hate
i am back bearing a gift in my black bag hoping to feel once again the gentle certainty of that magnificent tree,happiness
i feel paranoid that im walking too loudly and everyone can hear each step i take,worry
i feel as though i am putting beloved children to bed for a long winter rest,happiness
ive definitely been feeling low this past week because ive been sick ever since bfd but im determined to get my health back,sadness
i feel a bit strange leaving nursery on my own im not as upset as i thought i would be,worry
ill be happy with a a select handful of well made classically beautiful items that make me feel fabulous,fun
What is with the noisy birds?  And the homeless?!?  It's like Berkeley in a rainforest.,neutral
"Let's hold the phone here for a minute people-- solid sandwich place? Yeah I'm with you.   Best sandwich in Las Vegas? Not even close, bub.  This particular location gets a fair amount of late night traffic. I can't deny that yours truly was out with some friends enjoying the Ghostbar and Moon before stopping by for a sandwich at 3:30. Very cool that they are open so late. I agree with other reviewers-- this is probably your best option in the surrounding food court so go for it if it's there.  I ordered a soup for my friend and got myself an All-American. It seems to be a popular choice, and is a direct competitor of The Bobble, or as it is known by some patrons, the Thanksgiving sub at Capprioti's. You'll taste a hint of sweet cranberry sauce and fair amount of turkey, and a rich creamy ranch. The flavors certainly complement each other  well but it's far from the most memorable sandwich in vegas. The price is pretty reasonable and I think they are a good value. Worth stopping by if you are enjoying a late evening at the Palms, but let's not get carried away with the accolades.",neutral
im alternating between felling optimistic and feeling doomed,sadness
i stay the more distanced from others i feel it is strange because i sometimes feel like a new friendship is growing or forming,surprise
i don t know how sasha fierce feels i m definitely curious about the future of beyonc s sound,surprise
i was just recently thinking how im more comfortable in my own skin and feeling all radiant and confident,fun
i feel totally unsure of my position in life at the moment,worry
i wasnt preregistered so i almost bowed out at the last minute because i didnt feel like dealing with a cranky baby,hate
i was able to identify the speed in which f could get work done without feeling burdened by the work load,sadness
i feel like my beloved rpg s are falling under siege of these trading card games,fun
im not supposed to feel delighted but i am,fun
"I normally come through the drive-thru during the day and the service is normally really good. They're quick and are always greeting you with a smile and making sure they have your order right. One thing they advertise is the face-to-face interaction when making your order. Unfortunately, most of the time I go through with someone or with a big order, by the time we get to the window, we've forgotten our order! It would be nice if there was a smaller menu of some sort next to the order window for those of us who forget our order!  I went through the drive-thru last night and it took me forever! We drove past the first two windows, which was understandable since it was late at night. I figured maybe they just didn't have enough people. The cook took my order! Someone else came to ring me up and the cook washed her hands and went towards the back again, but it's like, seriously? They shouldn't be THAT short-staffed! Then, I was waiting for my order at the second window, and they looked like they were either cleaning out the area or restocking since the tea containers were in the middle of the floor. One of the workers was wiping down the area then went towards the back. When he left, I noticed there was some cashier/front worker (whatever you call those guys) just standing around eating a slurpee. He looked at me, looked away, and then gave himself some more of the slurpee looking thing and kept on at it. Not working at all. Meanwhile, the manager comes by to refill the cups. Why is she doing what he was supposed to be doing? If you're on break, it's understandable, but at least go out of sight so you don't make yourself look bad! Isn't that what break rooms are for?",neutral
i feel hesitant in returning jewish girls interest just because i dont want to be a jewish boy looking for a nice jewish girl,worry
i feel i should make is how surprised but entertained i was by the inclusion of so many popular culture and gaming references in the story mode of the game,surprise
i feel the problem with being stubborn is that we dont always hear what others have to say because,hate
i hope that he will better feel the value of your kindness and of your tender affection for both of them,happiness
i have a few more of these but after taking pictures of my house i feel it is far too messy to post photos online so ill clean up a bit before i post those,sadness
im starting to feel increasingly violent and troubled,hate
i have a feeling things would be supportive of the whole rehab and all its clients and everyone would benefit,happiness
i let it grow out into a side bang during the summer so i can twist it up and out of my face when im feeling too hot,happiness
i speak i often feel that i say things in a bitchy or rude way,hate
i got the feeling this weekend many of those runners were not casual,fun
im not sure if anyone else is like this but especially when im feeling low i dont particularly want to wear vintage clothing,sadness
i think she just feels a bit threatened sometimes like guys who watch us and get off on it are kind of intruding,worry
im not sure if anyone else will feel these but i was pleasantly surprised by my read of the first and second book,surprise
i was pissed off about xan rejecting me and just feeling horny and,happiness
i don t like to feel uncomfortable with being alone and being quiet,worry
i was feeling ok ish so decided to carry on with another group that had set off later but were catching up with us quickly,fun
i really feel frustrated and tired every time i see an oily and sticky frying pan lying untouched and uncleaned in the sink,hate
i feel shitty because she quit a job to come here but there is only so much hand holding and training that i am willing to do,sadness
im watching my sodium which mostly means im feeling stunned and overwhelmed at how much is in everything we eat,surprise
i feel shocked that you d stoup to destinys child b,surprise
i feel very blessed to have the team that i have around me and that top rank will make my team even stronger said ram rez,happiness
i feel hot tears stream down my battered and beaten face,happiness
sometime ago i felt very angry when my mother wrote me telling me that my elder sister was messing up things at home by her internalised aggressive attitude towards parents and her husband,hate
i read tend to be pretty long if i m feeling inspired,fun
i don t feel afraid i m a nurse i m doing my job,worry
ive been feeling really defeated for some reason,sadness
i feel all of canada got the happy fairytale ending we were hoping for,fun
i let this happen why cant i keep my feelifng to myself why am i so trusting and forgiving and why do i look to the best of ppl,fun
i feel his pleasure in a strange and not altogether happy way but in a way that i do not feel anywhere else,worry
i feel more loving and accepting of myself,happiness
i were to say i love my mum i would have to first admire her and feel affectionate towards her then proceed to think or do certain things that are based on the impulses of that admiration such as helping her with the dishes or at least the thought of wanting to help her do the dishes,happiness
"I walked by their poster advertising Taco Tuesday and Thursday, and being curious about Asian fusion food, I decided to buy some...on a Wednesday. I was kind of hoping the regular price was worth it, but I was disappointed. By no means did they taste bad, but they weren't great either. I was kind of irked by the sogginess. It was all mushy and the juices from the meat mixing with the sauce made eating the ""taco"" like eating a moist sponge. I got a bulgogi beef and bulgogi chicken taco, and I noticed this was the same issue for both tacos. The beef was okay, but didn't have much flavor besides being spicy. The chicken was a bit dry, but despite that, it tasted pretty good with a mix of sweet and spicy. I'm not a pro on Korean food, but I think K-Bowl and Arirang do it better along with better pricing/portions.",neutral
i feel disgusted with myself but im pretty sure that they just feel disgusted with the people who did it to me,hate
i have always found texts easy to access i have been able to expose myself to a really wide variety of them without feeling intimidated by them,worry
i feel like telling the fever to go away bt its to stubborn to listen to me,hate
"The good: Great gym, great classes, great instructors. Hours are amazing and the equipment is newer up stairs. They've added a few more classes. Pools are fantastic. The juice spot is great! Staff is nice. The bad: parking is impossible.  Seriously if you plan to come at 4:30-7:00 monday-friday, forget about parking. You will not get a spot. The woman's locker room equipment is nasty, the circuit equipment makes me cringe, there's always two elliptical broken or stair masters are broken. More parking would be the first thing to figure out!!",neutral
i wrapped my arms around my stomach feeling the bitterness sweep up through at the desolation of all the lovely things i thought i had been,happiness
The most dry burger on king street. Everything else is good. The burgers suck. Make sure to have a cup of water next to you if you decide to eat one or you might choke.,neutral
im feeling the fruit of life with god when i feel him with me when i see his provision and faithful and feel his joy and my put my music on i see me and him,fun
i know how you all feel my mil has hated me since day,sadness
i feel i feel as if i want to shout out something something thankful joyful,fun
i know i feel agitated like the volcanos sudden movement i am thinking why cant i stop,worry
i was still feeling a bit horny,happiness
i feel unhappy it is no help for me that other persons say that i am happy how much truth there may be in it,sadness
i allow others to experience my gaze and feel divine pleasure from my presence if they will accept my free gift,fun
i was feeling adventurous but not stupid,fun
i feel as if i should be punished for neglecting you,sadness
i asked my teacher why i am suddenly being tormented with strange and extraordinary dreams and visions feeling strange and extraordinary energies all my senses full on and there is an accentuation of all emotions,worry
i feel like my house is constantly messy and i feel like i am always cleaning up after them,sadness
i was overwhelmed with the feeling that my loving heavenly father was crying in the moment that tears sprung to my eyes,happiness
"I really wanted to like this place. I found the calamari to be chewy and undercooked. Minestrone was bland. Chicken Marsala was lacking flavor as well. My boyfriend had the pasta & fagioli which was very tasty and pasta carbonera, which was also very tasty. The server was attentive and kept glasses and breadbaskets full. The hostess needs to go. We were seated facing her and she spent the entire time twirling her hair and picking at her split ends looking bored to death. Would I go back? Probably not, there are plenty of other restaurants to try.",neutral
"I'm pretty torn about Sweet Lorain these days. It's definitely not the same since it changed hands, but there's still a lot of great vintage things to be found, provided you have the time and patience to paw through it all. Not having a dust allergy would probably help, too. You can find old glassware, records, magazines from bygone eras, furniture, and, of course, vintage clothes. The clothing prices are eye-poppingly high in some cases ($60 for a polyester nightmare of a dress from the 70s? Really?). That said, it's still a fun way to kill an hour on a Saturday afternoon. You never know when you're going to find that button from the Eisenhower campaign you've been dying for.",neutral
i did restart my gallery but only because i was feeling very vain and gorgeous at the time,sadness
i feel like anyone would be hesitant to hand the job to someone who had a b in the class,worry
i feel enthralled by the lyrics and the rhythm,surprise
i dont i feel amazed,surprise
"Teeny little store that could, you really can't tell this was a thrift store because it looks like a church and campus rolled into one. It is the St. Vincent de Paul campus downtown but you can find it easily once you get into the parking lot. There is a big yellow sign in front of the door to the store. I came after seeing some ads they posted on their FB page about a Mother's Day sale. Small inventory but they surprisingly had some good selections on clothing that day.   Not too much furniture at this location and the customer service was very friendly. If you are not too sensitive about the area, then you just might find some vintage finds here.",neutral
i dont care about how i look as much as how i feel i think i should be accepted by anyone no matter how chunka lunka i am,happiness
Good lunch spot if you work in the area and need something that is reliably fast. They are super-efficient here -- they bring you miso soup and green tea before you've even ordered. They do separate bills automatically if you come in a group. The $5.99 lunch specials are a great deal. Food is not spectacular but passable standard Japanese fare. It's a nice touch that they bring out fresh fruit at the end.,neutral
